Image Name,Layout Area,Number of Edges,Width,Height
p_0011.jpg,139518.5,175,451.0,336.0
p_0259.jpg,149851.5,18,451.0,336.0
p_0514.jpg,122868.0,59,451.0,336.0
p_0901.jpg,149614.5,26,451.00443456799843,335.00597009605667
p_0478.jpg,128852.0,351,450.32099662351965,330.25596133908016
p_0223.jpg,135802.5,232,451.0,336.0
p_0302.jpg,150254.0,48,451.0,336.0
p_1029.jpg,129431.0,275,451.32028538500236,330.21810973960834
p_0051.jpg,131235.0,291,450.0,335.0
p_0699.jpg,147259.5,98,452.07079091664394,334.0538878684096
p_0597.jpg,102097.5,132,451.0,336.0
p_0982.jpg,122868.0,59,451.0,336.0
p_1104.jpg,151500.0,6,451.0,336.0
p_0788.jpg,145504.0,67,451.0,336.0
p_0320.jpg,144208.0,84,449.040087297337,331.03776219639957
p_1078.jpg,144115.5,74,329.05470669783773,454.0539615508271
p_0668.jpg,124422.0,429,453.1313275420273,318.8306760648981
p_0695.jpg,88820.0,375,454.12883634492977,316.76489704511135
p_0488.jpg,108024.0,482,451.0277153346566,334.0239512370333
p_0334.jpg,148379.0,38,452.0398212547209,331.03776219639957
p_0726.jpg,99265.0,471,336.0372003216311,451.0543204537564
p_0549.jpg,104513.5,387,308.93364983439403,473.44799080786055
p_0539.jpg,151331.5,10,451.0,336.0
p_0047.jpg,128300.0,208,337.013352851189,449.02783878062615
p_0386.jpg,128058.0,298,450.00444442249676,336.00595232822883
p_0226.jpg,127267.5,233,442.5980117442915,329.4389169481954
p_0653.jpg,105393.0,582,285.07016680108774,477.74574828040073
p_0094.jpg,112031.5,555,324.4225639501667,455.80368581221455
p_0752.jpg,147003.0,52,451.01773801038024,333.0135132393279
p_0831.jpg,151357.5,16,451.0,336.0
p_0487.jpg,135700.5,229,451.0,336.0
p_0427.jpg,122868.0,59,451.0,336.0
p_0885.jpg,133772.0,58,449.01781701843413,336.0133925902359
p_0331.jpg,99226.5,346,451.0,336.0
p_0392.jpg,139355.0,199,451.0,336.0
p_0439.jpg,90735.5,129,457.93012567421243,323.39449593337235
p_0862.jpg,145917.5,102,332.03764846776033,455.03955871989854
p_0464.jpg,107407.0,502,454.47222137332,321.27869521647403
p_0852.jpg,123479.5,318,451.0,336.0
p_0409.jpg,76108.5,675,451.0,336.0
p_0100.jpg,150755.5,14,451.0,336.0
p_1064.jpg,147362.0,52,451.0,336.0
p_0681.jpg,133772.0,58,449.01781701843413,336.0133925902359
p_0992.jpg,150102.0,29,335.0,450.0
p_0716.jpg,103207.0,423,332.3988567970714,453.47657050833396
p_1012.jpg,149200.0,28,451.0,336.0
p_0216.jpg,137389.5,193,335.0,450.0
p_0063.jpg,114609.5,447,482.18772278024665,304.9622927510875
p_0039.jpg,148633.0,36,335.0,450.0
p_0608.jpg,91207.0,347,387.4751604941922,341.8786334359022
p_0838.jpg,126187.5,250,450.28435460273323,336.1800113034682
p_0462.jpg,100120.0,403,306.0228749619871,477.59501672442104
p_0994.jpg,99226.5,346,451.0,336.0
p_0910.jpg,76018.0,674,451.0,336.0
p_0349.jpg,114587.0,387,451.0,336.0
p_0691.jpg,114609.5,447,482.18772278024665,304.9622927510875
p_0204.jpg,124422.0,429,453.1313275420273,318.8306760648981
p_0927.jpg,135802.5,232,451.0,336.0
p_0227.jpg,149094.0,32,451.01773801038024,333.00600595184466
p_0169.jpg,76108.5,675,451.0,336.0
p_0292.jpg,111428.0,563,322.158346159152,453.3982796614914
p_0438.jpg,133549.5,171,450.0,335.0
p_1145.jpg,71138.0,112,451.0,336.0
p_0419.jpg,108416.0,678,325.7299494980466,453.8116349323803
p_0263.jpg,108416.0,678,325.7299494980466,453.8116349323803
p_1050.jpg,139518.5,175,451.0,336.0
p_0631.jpg,150254.0,48,451.0,336.0
p_0353.jpg,102930.5,532,306.96742498187,445.24599942054505
p_0875.jpg,98008.0,339,336.05356715857073,450.0711054933431
p_0079.jpg,122483.5,397,451.0,336.0
p_0415.jpg,131032.5,348,337.53518335130633,440.70965498840616
p_0249.jpg,145262.0,63,455.0890022841686,328.0746866187637
p_0185.jpg,108024.0,482,451.0277153346566,334.0239512370333
p_0925.jpg,114177.5,480,463.09502264654066,325.4796460610095
p_0173.jpg,107771.0,377,333.09608223454086,451.1341263970173
p_0782.jpg,99811.0,405,458.57714727186305,328.3900120283807
p_0235.jpg,128058.0,298,450.00444442249676,336.00595232822883
p_0568.jpg,131976.0,188,332.05421244128195,452.07079091664394
p_0171.jpg,108123.5,520,435.6432026326131,331.6157414840255
p_0097.jpg,123479.5,318,451.0,336.0
p_0248.jpg,81117.5,78,451.0,336.0
p_0974.jpg,107407.0,502,454.47222137332,321.27869521647403
p_0706.jpg,106887.5,517,454.2598375379448,321.27869521647403
p_0953.jpg,149200.0,28,451.0,336.0
p_0146.jpg,149552.5,28,334.0059879702758,450.00999988889134
p_0503.jpg,97724.5,391,334.0957946457872,451.1108511219831
p_0554.jpg,145917.5,102,332.03764846776033,455.03955871989854
p_0332.jpg,139004.5,147,453.1589125240725,332.12196554880256
p_0435.jpg,146672.0,54,451.03990954238185,332.03764846776033
p_0228.jpg,128852.0,351,450.32099662351965,330.25596133908016
p_0452.jpg,144208.0,84,449.040087297337,331.03776219639957
p_0844.jpg,106567.0,182,451.0,336.0
p_1069.jpg,132742.5,43,451.0,336.0
p_1153.jpg,143201.0,86,451.0,336.0
p_0380.jpg,108102.0,221,449.25939055294106,324.68138228115265
p_0323.jpg,76108.5,675,451.0,336.0
p_0777.jpg,148287.0,42,337.0237380363585,449.040087297337
p_1116.jpg,136593.5,216,451.0,336.0
p_0787.jpg,139518.5,175,451.0,336.0
p_0441.jpg,98008.0,339,336.05356715857073,450.0711054933431
p_0674.jpg,131976.0,188,332.05421244128195,452.07079091664394
p_0446.jpg,132640.5,270,451.0,336.0
p_0273.jpg,103931.0,440,451.0,336.0
p_0878.jpg,99226.5,346,451.0,336.0
p_0489.jpg,112561.0,356,327.9908535310093,437.6494030614003
p_1061.jpg,149315.5,29,452.0099556425721,334.0134727821619
p_1171.jpg,105105.0,337,335.0373113550191,450.05444115129006
p_1017.jpg,108123.5,520,435.6432026326131,331.6157414840255
p_0074.jpg,149851.5,18,451.0,336.0
p_0005.jpg,145917.5,102,332.03764846776033,455.03955871989854
p_0805.jpg,127395.0,233,438.6570414344217,332.54323027239633
p_0643.jpg,107407.0,502,454.47222137332,321.27869521647403
p_0757.jpg,106600.0,240,449.7554891271478,321.62400407929755
p_0897.jpg,144512.0,94,451.0,336.0
p_0537.jpg,149851.5,18,451.0,336.0
p_0395.jpg,119007.0,426,336.5947117825828,446.8165171521751
p_0024.jpg,112561.0,356,327.9908535310093,437.6494030614003
p_0951.jpg,148841.5,40,335.0,450.0
p_0112.jpg,105105.0,337,335.0373113550191,450.05444115129006
p_0742.jpg,129953.0,332,451.0,336.0
p_0754.jpg,102097.5,132,451.0,336.0
p_0508.jpg,101404.0,389,451.0,336.0
p_0558.jpg,150755.5,14,451.0,336.0
p_0023.jpg,135802.5,232,451.0,336.0
p_0355.jpg,148841.5,40,335.0,450.0
p_0060.jpg,128852.0,351,450.32099662351965,330.25596133908016
p_0941.jpg,144512.0,94,451.0,336.0
p_0285.jpg,81625.5,336,465.46858110940207,302.9488405655318
p_0924.jpg,93540.5,398,435.6604182158393,331.03776219639957
p_0133.jpg,107407.0,502,454.47222137332,321.27869521647403
p_0333.jpg,136364.5,218,337.013352851189,449.01781701843413
p_0530.jpg,103545.5,654,463.88145037282965,309.76281248723194
p_0907.jpg,110320.0,480,451.0,336.0
p_0541.jpg,112561.0,356,327.9908535310093,437.6494030614003
p_0703.jpg,145731.0,64,449.0901913869863,328.0746866187637
p_0860.jpg,105393.0,582,285.07016680108774,477.74574828040073
p_1147.jpg,140448.0,136,449.01781701843413,336.0133925902359
p_0683.jpg,108123.5,520,435.6432026326131,331.6157414840255
p_0165.jpg,107771.0,377,333.09608223454086,451.1341263970173
p_1009.jpg,102174.0,330,335.00597009605667,451.00443456799843
p_0880.jpg,128058.0,298,450.00444442249676,336.00595232822883
p_0636.jpg,150102.0,29,335.0,450.0
p_0525.jpg,145633.0,62,456.13265614292516,326.0981447355995
p_0687.jpg,125178.0,275,332.03764846776033,451.0543204537564
p_1006.jpg,123479.5,318,451.0,336.0
p_0600.jpg,105393.0,582,285.07016680108774,477.74574828040073
p_0523.jpg,144502.0,95,451.0,336.0
p_0421.jpg,122868.0,59,451.0,336.0
p_0065.jpg,107407.0,502,454.47222137332,321.27869521647403
p_0491.jpg,122868.0,59,451.0,336.0
p_0866.jpg,135816.0,179,450.0,335.0
p_1139.jpg,122868.0,59,451.0,336.0
p_0705.jpg,84144.5,495,375.7406020115473,383.98567681620625
p_0233.jpg,140448.0,136,449.01781701843413,336.0133925902359
p_0606.jpg,122655.0,95,451.0,336.0
p_0715.jpg,96884.0,453,336.0372003216311,451.0543204537564
p_0432.jpg,76018.0,674,451.0,336.0
p_0913.jpg,107407.0,502,454.47222137332,321.27869521647403
p_0664.jpg,128058.0,298,450.00444442249676,336.00595232822883
p_0936.jpg,132742.5,43,451.0,336.0
p_1001.jpg,135722.0,226,451.0,336.0
p_0970.jpg,107616.0,432,323.6108774438832,422.26650352591315
p_0660.jpg,103207.0,423,332.3988567970714,453.47657050833396
p_0142.jpg,111666.0,408,450.32099662351965,333.2161460673837
p_1063.jpg,98008.0,339,336.05356715857073,450.0711054933431
p_0863.jpg,148077.0,39,335.0,450.0
p_0329.jpg,123479.5,318,451.0,336.0
p_0371.jpg,140448.0,136,449.01781701843413,336.0133925902359
p_0469.jpg,135802.5,232,451.0,336.0
p_0391.jpg,108123.5,520,435.6432026326131,331.6157414840255
p_1019.jpg,96884.0,453,336.0372003216311,451.0543204537564
p_0049.jpg,145917.5,102,332.03764846776033,455.03955871989854
p_0602.jpg,91207.0,347,387.4751604941922,341.8786334359022
p_0056.jpg,126488.0,224,451.0,336.0
p_0340.jpg,144388.0,87,451.0,336.0
p_1164.jpg,134608.0,207,335.0373113550191,448.0546841625473
p_0140.jpg,149614.5,26,451.00443456799843,335.00597009605667
